cycle	depth	nb_image	juld	nb_object	conc_object	PhaseName	wmo	date	lat	lon
12	223.8000030517578	20	26760.185092592594	0	0	PAR	4903657	2023-04-08T04:26:32Z	-53.14275233333333	69.09846616666667
12	223.8000030517578	20	26760.195509259258	0	0	PAR	4903657	2023-04-08T04:41:32Z	-53.14275233333333	69.09846616666667
12	223.8000030517578	20	26760.205925925926	0	0	PAR	4903657	2023-04-08T04:56:32Z	-53.14275233333333	69.09846616666667
12	227.6999969482422	20	26760.216342592594	0	0	PAR	4903657	2023-04-08T05:11:32Z	-53.14275233333333	69.09846616666667
12	227.6999969482422	20	26760.226759259258	0	0	PAR	4903657	2023-04-08T05:26:32Z	-53.14275233333333	69.09846616666667
12	227.6999969482422	20	26760.237175925926	0	0	PAR	4903657	2023-04-08T05:41:32Z	-53.14275233333333	69.09846616666667
12	227.6999969482422	20	26760.247592592594	0	0	PAR	4903657	2023-04-08T05:56:32Z	-53.14275233333333	69.09846616666667
12	224.8000030517578	20	26760.258009259258	0	0	PAR	4903657	2023-04-08T06:11:32Z	-53.14275233333333	69.09846616666667
12	224.8000030517578	20	26760.268425925926	0	0	PAR	4903657	2023-04-08T06:26:32Z	-53.14275233333333	69.09846616666667
12	224.8000030517578	20	26760.278831018517	0	0	PAR	4903657	2023-04-08T06:41:31Z	-53.14275233333333	69.09846616666667
12	224.8000030517578	20	26760.289247685185	0	0	PAR	4903657	2023-04-08T06:56:31Z	-53.14275233333333	69.09846616666667
12	232.39999389648438	20	26760.299675925926	0	0	PAR	4903657	2023-04-08T07:11:32Z	-53.14275233333333	69.09846616666667
12	232.39999389648438	20	26760.310092592594	0	0	PAR	4903657	2023-04-08T07:26:32Z	-53.14275233333333	69.09846616666667
12	232.39999389648438	20	26760.320509259258	0	0	PAR	4903657	2023-04-08T07:41:32Z	-53.14275233333333	69.09846616666667
12	232.39999389648438	20	26760.330925925926	0	0	PAR	4903657	2023-04-08T07:56:32Z	-53.14275233333333	69.09846616666667
12	228.3000030517578	20	26760.341342592594	0	0	PAR	4903657	2023-04-08T08:11:32Z	-53.14275233333333	69.09846616666667
12	228.3000030517578	20	26760.351759259258	0	0	PAR	4903657	2023-04-08T08:26:32Z	-53.14275233333333	69.09846616666667
12	228.3000030517578	20	26760.362175925926	1	0.07142857142857142	PAR	4903657	2023-04-08T08:41:32Z	-53.14275233333333	69.09846616666667
12	228.3000030517578	20	26760.372581018517	0	0	PAR	4903657	2023-04-08T08:56:31Z	-53.14275233333333	69.09846616666667
12	229.89999389648438	20	26760.383009259258	0	0	PAR	4903657	2023-04-08T09:11:32Z	-53.14275233333333	69.09846616666667
12	229.89999389648438	20	26760.393414351853	1	0.07142857142857142	PAR	4903657	2023-04-08T09:26:31Z	-53.14275233333333	69.09846616666667
12	229.89999389648438	20	26760.403842592594	0	0	PAR	4903657	2023-04-08T09:41:32Z	-53.14275233333333	69.09846616666667
12	229.89999389648438	20	26760.414259259258	0	0	PAR	4903657	2023-04-08T09:56:32Z	-53.14275233333333	69.09846616666667
12	225.3000030517578	20	26760.424675925926	0	0	PAR	4903657	2023-04-08T10:11:32Z	-53.14275233333333	69.09846616666667
12	225.3000030517578	20	26760.435092592594	0	0	PAR	4903657	2023-04-08T10:26:32Z	-53.14275233333333	69.09846616666667
12	225.3000030517578	20	26760.445509259258	0	0	PAR	4903657	2023-04-08T10:41:32Z	-53.14275233333333	69.09846616666667
12	225.3000030517578	20	26760.455925925926	0	0	PAR	4903657	2023-04-08T10:56:32Z	-53.14275233333333	69.09846616666667
12	222.60000610351562	20	26760.466331018517	0	0	PAR	4903657	2023-04-08T11:11:31Z	-53.14275233333333	69.09846616666667
12	222.60000610351562	20	26760.476759259258	0	0	PAR	4903657	2023-04-08T11:26:32Z	-53.14275233333333	69.09846616666667
12	222.60000610351562	20	26760.487164351853	0	0	PAR	4903657	2023-04-08T11:41:31Z	-53.14275233333333	69.09846616666667
12	222.60000610351562	20	26760.497592592594	0	0	PAR	4903657	2023-04-08T11:56:32Z	-53.14275233333333	69.09846616666667
12	222.60000610351562	20	26760.508009259258	0	0	PAR	4903657	2023-04-08T12:11:32Z	-53.14275233333333	69.09846616666667
12	471.8999938964844	20	26760.617673611112	1	0.07142857142857142	PAR	4903657	2023-04-08T14:49:27Z	-53.14275233333333	69.09846616666667
12	487.20001220703125	20	26760.701006944444	1	0.07142857142857142	PAR	4903657	2023-04-08T16:49:27Z	-53.14275233333333	69.09846616666667
12	490.70001220703125	20	26760.784340277776	0	0	PAR	4903657	2023-04-08T18:49:27Z	-53.14275233333333	69.09846616666667
12	488.5	20	26760.867673611112	10	0.7142857142857143	PAR	4903657	2023-04-08T20:49:27Z	-53.14275233333333	69.09846616666667
12	487.70001220703125	20	26760.951006944444	0	0	PAR	4903657	2023-04-08T22:49:27Z	-53.14275233333333	69.09846616666667
12	479.8999938964844	20	26761.034340277776	0	0	PAR	4903657	2023-04-09T00:49:27Z	-53.14275233333333	69.09846616666667
12	483.3999938964844	20	26761.117673611112	0	0	PAR	4903657	2023-04-09T02:49:27Z	-53.14275233333333	69.09846616666667
12	483.79998779296875	20	26761.20099537037	0	0	PAR	4903657	2023-04-09T04:49:26Z	-53.14275233333333	69.09846616666667
12	488.3999938964844	20	26761.284340277776	0	0	PAR	4903657	2023-04-09T06:49:27Z	-53.14275233333333	69.09846616666667
12	490.29998779296875	20	26761.367673611112	0	0	PAR	4903657	2023-04-09T08:49:27Z	-53.14275233333333	69.09846616666667
12	487.20001220703125	20	26761.451006944444	0	0	PAR	4903657	2023-04-09T10:49:27Z	-53.14275233333333	69.09846616666667
12	485.3999938964844	20	26761.534340277776	1	0.07142857142857142	PAR	4903657	2023-04-09T12:49:27Z	-53.14275233333333	69.09846616666667
12	485.6000061035156	20	26761.61766203704	0	0	PAR	4903657	2023-04-09T14:49:26Z	-53.14275233333333	69.09846616666667
12	485.3999938964844	20	26761.700983796298	0	0	PAR	4903657	2023-04-09T16:49:25Z	-53.14275233333333	69.09846616666667
12	487.8999938964844	20	26761.78431712963	0	0	PAR	4903657	2023-04-09T18:49:25Z	-53.14275233333333	69.09846616666667
12	497.5	20	26761.86763888889	0	0	PAR	4903657	2023-04-09T20:49:24Z	-53.14275233333333	69.09846616666667
12	484.6000061035156	20	26761.950983796298	1	0.07142857142857142	PAR	4903657	2023-04-09T22:49:25Z	-53.14275233333333	69.09846616666667
12	480.5	20	26762.03431712963	0	0	PAR	4903657	2023-04-10T00:49:25Z	-53.14275233333333	69.09846616666667
12	480	20	26762.117650462962	0	0	PAR	4903657	2023-04-10T02:49:25Z	-53.14275233333333	69.09846616666667
